name,online_order,book_table,rate,votes,approx_cost(for two people),listed_in(type),listed_in(city),has_phone,restaurant_type,Indian_dish,Foreign_dish,Mixed_dish
The Buffet Table,No,Yes,2.3333333333333335,0,1200.0,Buffet,HSR,1,Casual Dining,0,0,1
Shift,Yes,Yes,4.2,1873,1500.0,Buffet,HSR,1,mixed,0,0,1
Broadway - The Gourmet Theatre,Yes,Yes,4.2,1148,1800.0,Buffet,HSR,1,Casual Dining,0,0,1
Onesta,Yes,Yes,4.4,3764,600.0,Buffet,HSR,1,mixed,0,1,0
Bonum cibum,Yes,No,4.5,188,1200.0,Buffet,HSR,1,Casual Dining,0,1,0
Kitchen On Table,Yes,No,4.3,790,1000.0,Buffet,HSR,1,Casual Dining,0,1,0
Purnabramha Maharashtrian Restaurant,Yes,No,3.7,829,850.0,Buffet,HSR,1,Casual Dining,1,0,0
Empire Restaurant,Yes,No,3.9,3831,750.0,Buffet,HSR,1,Casual Dining,0,0,1
Howrah Bridge,Yes,No,3.3,292,600.0,Buffet,HSR,1,Casual Dining,0,1,0
Atithi,Yes,Yes,3.9,224,800.0,Buffet,HSR,1,Casual Dining,0,0,1
Shri Madhuram,No,No,3.9,371,400.0,Buffet,HSR,1,Casual Dining,1,0,0
SSignature,No,No,3.691216896431196,0,800.0,Buffet,HSR,1,Casual Dining,0,0,1
Foxtrot - House of Subculture,No,Yes,4.4,366,1000.0,Buffet,HSR,1,mixed,0,0,1
Barbeque Nation,No,Yes,4.7,3614,1600.0,Buffet,HSR,1,Casual Dining,0,0,1
Opus Food Stories,No,Yes,4.6,174,1500.0,Buffet,HSR,1,mixed,0,0,1
Little Italy,Yes,Yes,4.3,715,1500.0,Buffet,HSR,1,Casual Dining,0,1,0
Melange - Hotel Ekaa,Yes,Yes,3.2,426,900.0,Buffet,HSR,1,Casual Dining,0,0,1
Spice It - Ibis Hotel,No,Yes,3.0,74,1200.0,Buffet,HSR,1,Casual Dining,0,0,1
The Hub - Ibis Hotel,No,No,3.7,51,1500.0,Buffet,HSR,1,Bar,0,1,0
Equinox Bar - DoubleTree Suites By Hilton,No,Yes,3.9,52,1900.0,Buffet,HSR,1,Lounge,0,0,1
Zee5 Loft,Yes,No,4.4,788,700.0,Cafes,HSR,1,Cafe,0,1,0
Tea Villa Cafe,Yes,Yes,4.2,859,800.0,Cafes,HSR,1,mixed,0,1,0
Onesta,Yes,Yes,4.4,3764,600.0,Cafes,HSR,1,mixed,0,1,0
Here & Now,No,No,4.6,1580,750.0,Cafes,HSR,1,Cafe,0,1,0
Amour Fine Patisserie,Yes,Yes,4.0,82,500.0,Cafes,HSR,1,mixed,0,1,0
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.3,1101,700.0,Cafes,HSR,1,Cafe,0,1,0
Still Sipping,Yes,Yes,4.5,0,800.0,Cafes,HSR,1,Cafe,0,1,0
Blk Plus Wht,No,No,4.3,112,800.0,Cafes,HSR,1,mixed,0,0,1
Grapevine,Yes,Yes,4.1,733,1200.0,Cafes,HSR,1,Cafe,0,1,0
Third Wave Coffee Roasters,Yes,No,4.2,140,800.0,Cafes,HSR,1,Cafe,0,1,0
La Estranger Cafe,Yes,No,3.8,47,500.0,Cafes,HSR,1,Cafe,0,1,0
Caffe Pascucci,Yes,Yes,4.1,720,950.0,Cafes,HSR,1,Cafe,0,1,0
Smally's Resto Cafe,Yes,No,4.0,128,650.0,Cafes,HSR,1,Cafe,0,1,0
Soup'ermanz Kitchen,Yes,No,4.1,439,750.0,Cafes,HSR,1,Cafe,0,1,0
Tea Addict,Yes,No,4.0,77,300.0,Cafes,HSR,1,Cafe,0,1,0
Grilliez,Yes,No,4.1,564,600.0,Cafes,HSR,1,Cafe,0,1,0
Sunny Cafe & Kitchen,Yes,Yes,3.8,499,700.0,Cafes,HSR,1,mixed,0,1,0
The Grub Central,Yes,Yes,4.0,803,700.0,Cafes,HSR,1,Cafe,0,1,0
The Chocolate Room,Yes,No,3.9,205,600.0,Cafes,HSR,1,mixed,0,1,0
House Stark Cafe,Yes,No,3.9,44,300.0,Cafes,HSR,1,Cafe,0,1,0
Cafe Mondo,Yes,No,3.6,484,700.0,Cafes,HSR,1,mixed,0,1,0
JFD Cafe,Yes,No,2.8,37,400.0,Cafes,HSR,1,Cafe,0,1,0
Chef Baker's,Yes,No,3.8,204,600.0,Cafes,HSR,1,mixed,0,1,0
Keep It Straight Cafe,Yes,Yes,3.9,202,500.0,Cafes,HSR,1,Cafe,0,0,1
Canopy Flavours,No,No,2.6,49,450.0,Cafes,HSR,1,Cafe,0,1,0
Burger Garden,Yes,No,3.4,7,300.0,Cafes,HSR,0,Delivery,0,1,0
The Open Cafe,Yes,No,3.7,15,500.0,Cafes,HSR,1,Cafe,0,1,0
Cafe Coffee Day,No,No,3.8,36,650.0,Cafes,HSR,1,Cafe,0,1,0
That Garage Cafe,Yes,No,3.1,101,650.0,Cafes,HSR,1,Cafe,0,0,1
Brimstone Cafe,Yes,Yes,4.0,390,1300.0,Cafes,HSR,1,mixed,0,1,0
The Wicked Cup,No,No,3.9,56,350.0,Cafes,HSR,1,Cafe,0,1,0
Gold Bean,No,No,2.5,113,550.0,Cafes,HSR,1,Cafe,0,1,0
Foodiesthan,Yes,No,3.7,59,600.0,Cafes,HSR,1,Cafe,0,0,1
5th Main Cafe,No,No,3.5,15,250.0,Cafes,HSR,1,Cafe,0,1,0
Kairos,No,No,3.8,63,1000.0,Cafes,HSR,1,Cafe,0,1,0
Copper Cafe & Grill,No,No,3.691216896431196,0,500.0,Cafes,HSR,1,Cafe,0,0,1
Chaai Resto,Yes,No,3.9,92,250.0,Cafes,HSR,1,mixed,0,1,0
Big Mama,No,No,3.3,6,600.0,Cafes,HSR,1,Cafe,0,1,0
UBCR Cafe & Resto,No,No,3.6,17,500.0,Cafes,HSR,1,Cafe,0,1,0
Go Native,No,No,4.5,0,800.0,Cafes,HSR,1,mixed,0,1,0
Talk Over Table Cafe,No,No,3.7,85,500.0,Cafes,HSR,1,Cafe,0,1,0
Bistro Claytopia,Yes,Yes,4.1,1847,600.0,Cafes,HSR,1,Cafe,0,1,0
Mimansa @ Foxtrot,Yes,Yes,4.4,190,1000.0,Cafes,HSR,1,Cafe,0,1,0
On the Go Cafeteria,No,No,3.691216896431196,0,200.0,Cafes,HSR,1,Takeaway,0,1,0
Imperio Cafe,No,No,3.9,22,200.0,Cafes,HSR,1,Quick Bites,0,1,0
Sky Bakery and Cafe,No,No,3.691216896431196,0,350.0,Cafes,HSR,1,mixed,0,1,0
VegiGate,No,No,3.691216896431196,0,500.0,Cafes,HSR,1,mixed,0,1,0
Cupp,No,No,3.691216896431196,0,550.0,Cafes,HSR,1,Cafe,0,1,0
Mid-Night Crunch,Yes,No,3.7,455,400.0,Delivery,HSR,1,mixed,0,0,1
Midnight Mania,Yes,No,4.1,723,700.0,Delivery,HSR,1,Delivery,0,1,0
Truly Punjab,Yes,No,4.1,373,500.0,Delivery,HSR,1,mixed,1,0,0
Night Restro,Yes,No,3.1,223,500.0,Delivery,HSR,1,Delivery,0,0,1
M.M Restaurant,Yes,No,3.9,184,600.0,Delivery,HSR,1,Casual Dining,0,0,1
B.M.W - Bhookh Mitaane Wala,Yes,No,3.7,503,500.0,Delivery,HSR,1,Delivery,0,0,1
Hunger Night King,Yes,No,3.6,112,400.0,Delivery,HSR,1,Delivery,0,0,1
Biryani Miya,Yes,No,3.7,46,600.0,Delivery,HSR,1,Delivery,1,0,0
Rollin,Yes,No,4.1,209,400.0,Delivery,HSR,1,Quick Bites,0,1,0
Kokomo,Yes,No,4.0,195,500.0,Delivery,HSR,1,Delivery,0,1,0
Night Fox,Yes,No,3.2,22,500.0,Delivery,HSR,1,mixed,0,0,1
Hungry Queen,Yes,No,3.6,39,300.0,Delivery,HSR,1,mixed,0,0,1
Night Hawks,Yes,No,2.0,0,400.0,Delivery,HSR,1,Quick Bites,0,0,1
Crunch Pizzas - Express Delivery,Yes,No,3.0,238,500.0,Delivery,HSR,1,Delivery,0,1,0
The Charcoal Factory,Yes,No,4.1,292,600.0,Delivery,HSR,1,Quick Bites,0,1,0
Nite Out,Yes,No,4.0,353,500.0,Delivery,HSR,1,Delivery,0,0,1
Eatsomnia,Yes,No,3.5,435,500.0,Delivery,HSR,1,Delivery,0,0,1
La Estranger Cafe,Yes,No,3.8,47,500.0,Delivery,HSR,1,Cafe,0,1,0
The Kitchen Story,Yes,No,3.2,19,300.0,Delivery,HSR,1,Delivery,0,0,1
S S Popular Frozen Stone,Yes,No,3.7,24,250.0,Delivery,HSR,1,mixed,0,1,0
Sunny's Kitchen,Yes,No,3.7,62,500.0,Delivery,HSR,1,mixed,0,1,0
Taza Khaana,Yes,No,3.0,175,450.0,Delivery,HSR,1,Delivery,0,0,1
8 Slice,Yes,No,3.7,74,600.0,Delivery,HSR,1,Delivery,0,1,0
Crunch Pizzas,Yes,No,2.6,54,600.0,Delivery,HSR,1,Delivery,0,1,0
Abhiruchi Hotel,Yes,No,3.2,12,700.0,Delivery,HSR,1,Casual Dining,0,0,1
DinePost9,Yes,No,3.9,227,450.0,Delivery,HSR,1,Delivery,0,0,1
Yummy Pot,Yes,No,5.0,0,300.0,Delivery,HSR,1,Quick Bites,1,0,0
The Kitchen Bandit,Yes,No,3.2,42,350.0,Delivery,HSR,1,Delivery,0,0,1
The Hidden Cafe,Yes,No,3.9,95,350.0,Delivery,HSR,1,Quick Bites,0,0,1
Happy Days,Yes,No,3.1,54,500.0,Delivery,HSR,1,Delivery,1,0,0
eat.fit,Yes,No,4.5,1181,500.0,Delivery,HSR,0,Delivery,0,0,1
Call A Cake,Yes,No,3.6,41,500.0,Delivery,HSR,1,Delivery,0,1,0
Dhaba Express,Yes,No,3.7,173,400.0,Delivery,HSR,1,mixed,0,0,1
Fish Chain,Yes,No,4.0,57,250.0,Delivery,HSR,1,mixed,0,0,1
Easy Bites,Yes,No,3.8,45,300.0,Delivery,HSR,1,mixed,0,1,0
Royal Calcutta Restaurant,Yes,No,3.3,57,400.0,Delivery,HSR,1,Delivery,0,0,1
Chai Point,Yes,No,4.0,317,250.0,Delivery,HSR,1,mixed,0,1,0
Lassi Shop,Yes,No,3.9,153,200.0,Delivery,HSR,1,Beverage Shop,0,1,0
Hyderabadi Biryani Hub,Yes,No,3.5,46,600.0,Delivery,HSR,1,Quick Bites,1,0,0
Empire Restaurant,Yes,No,4.0,88,400.0,Delivery,HSR,1,mixed,0,0,1
Eat Well,Yes,No,3.5,32,400.0,Delivery,HSR,1,Quick Bites,0,0,1
MRA,Yes,No,3.7,25,200.0,Delivery,HSR,1,mixed,0,1,0
Golden Restaurant,Yes,Yes,3.4,410,750.0,Delivery,HSR,1,Casual Dining,1,0,0
Shanmukha,Yes,No,4.0,987,800.0,Delivery,HSR,1,Casual Dining,0,0,1
The Night Watch Express,Yes,No,3.0,53,500.0,Delivery,HSR,1,mixed,0,0,1
Reddy's Restaurant,Yes,No,3.7,34,500.0,Delivery,HSR,1,Casual Dining,0,0,1
The Paratha Stories,Yes,No,3.3,36,400.0,Delivery,HSR,1,Delivery,1,0,0
Juice Shop,Yes,No,3.7,15,150.0,Delivery,HSR,1,mixed,0,1,0
Behrouz Biryani,Yes,No,4.0,99,650.0,Delivery,HSR,1,Delivery,1,0,0
Punjabites,Yes,No,3.8,7,400.0,Delivery,HSR,1,mixed,0,0,1
Doof,Yes,No,4.0,371,450.0,Delivery,HSR,1,Delivery,0,1,0
Jhanavi Restaurant,Yes,No,2.6666666666666665,0,400.0,Delivery,HSR,1,Casual Dining,1,0,0
XO Belgian Waffle,Yes,No,4.5,143,400.0,Delivery,HSR,1,Dessert Parlor,0,1,0
Aasife & Brothers Biriyani Centre,Yes,No,3.9,125,600.0,Delivery,HSR,1,Casual Dining,0,0,1
Biryani Junction,Yes,No,2.3,298,450.0,Delivery,HSR,1,Quick Bites,0,0,1
Pensiri Cafe,Yes,No,3.5,48,300.0,Delivery,HSR,1,mixed,1,0,0
Fritz Haber,Yes,No,4.1,397,450.0,Delivery,HSR,1,Dessert Parlor,0,1,0
Masala Secret Eat WOW,Yes,No,3.6,14,300.0,Delivery,HSR,1,Quick Bites,0,1,0
The Pancake Story,Yes,No,4.6,118,300.0,Delivery,HSR,1,Dessert Parlor,0,1,0
Cold Smith Ice Creams,Yes,No,3.9,41,450.0,Delivery,HSR,1,Dessert Parlor,0,1,0
Firangi Bake,Yes,No,3.9,21,600.0,Delivery,HSR,1,Delivery,0,1,0
Faasos,Yes,No,4.0,67,500.0,Delivery,HSR,1,Delivery,0,0,1
McDonald's,Yes,No,3.8,510,500.0,Delivery,HSR,1,Quick Bites,0,1,0
Stoned Monkey,Yes,No,3.9,230,500.0,Delivery,HSR,1,Dessert Parlor,0,1,0
Bubble Bee,Yes,No,3.9,46,400.0,Delivery,HSR,1,Dessert Parlor,0,1,0
Barbeque Delight,Yes,Yes,3.8,189,800.0,Delivery,HSR,1,Casual Dining,0,0,1
Hungry Bird,Yes,No,3.6,15,400.0,Delivery,HSR,1,Quick Bites,0,0,1
House of Chaaps,Yes,No,5.0,0,450.0,Delivery,HSR,1,Quick Bites,0,0,1
Sweet Truth,Yes,No,4.0,19,500.0,Delivery,HSR,1,Delivery,0,1,0
Abhiruchi Restaurant,Yes,No,3.4,6,400.0,Delivery,HSR,1,Casual Dining,0,0,1
The Good Bowl,Yes,No,3.6,8,500.0,Delivery,HSR,1,mixed,0,0,1
Delhi Food Point,Yes,No,3.3,910,250.0,Delivery,HSR,1,Quick Bites,0,0,1
NH-1,Yes,No,3.8,376,600.0,Delivery,HSR,1,Delivery,1,0,0
Karama Restaurant,Yes,No,3.4,11,400.0,Delivery,HSR,1,mixed,0,1,0
Navya's,Yes,No,2.9,46,600.0,Delivery,HSR,1,Quick Bites,0,0,1
Zangos Grill,Yes,No,4.0,188,300.0,Delivery,HSR,1,Delivery,0,1,0
BOX8- Desi Meals,Yes,No,4.2,460,500.0,Delivery,HSR,1,mixed,0,0,1
Onesta,Yes,Yes,4.4,3764,600.0,Delivery,HSR,1,mixed,0,1,0
The Burger Place,Yes,No,3.8,26,400.0,Delivery,HSR,1,Quick Bites,0,1,0
Dabba Gosht,Yes,No,3.4,15,400.0,Delivery,HSR,1,mixed,0,1,0
Soup'ermanz Kitchen,Yes,No,4.1,439,750.0,Delivery,HSR,1,Cafe,0,1,0
Domino's Pizza,Yes,No,2.7,332,400.0,Delivery,HSR,1,Quick Bites,0,1,0
What'sinaPita,Yes,No,3.9,231,400.0,Delivery,HSR,1,Delivery,0,1,0
Al-Bek,Yes,No,3.6,133,300.0,Delivery,HSR,1,mixed,0,0,1
Reddy's Paradise,Yes,No,3.5,11,400.0,Delivery,HSR,1,Quick Bites,0,0,1
Mamatha Restaurant,Yes,No,2.7,74,700.0,Delivery,HSR,1,Casual Dining,1,0,0
Oliver Wraps,Yes,No,3.1,8,300.0,Delivery,HSR,1,mixed,0,1,0
Cafe Coffee Day The Lounge,Yes,No,3.8,77,650.0,Delivery,HSR,1,Cafe,0,1,0
Moolehatti Donne Biryani Mane,Yes,No,3.6,218,400.0,Delivery,HSR,1,Quick Bites,0,0,1
Biriyani's House,Yes,No,1.0,0,200.0,Delivery,HSR,1,Quick Bites,1,0,0
Mealsbaba,Yes,No,3.7,57,400.0,Delivery,HSR,1,mixed,1,0,0
Vijayawada Style,Yes,No,3.2,22,300.0,Delivery,HSR,1,Delivery,0,0,1
Polar Bear,Yes,No,4.2,214,400.0,Delivery,HSR,1,Dessert Parlor,0,1,0
Wakeup Cafe,Yes,No,3.4,9,300.0,Delivery,HSR,1,Quick Bites,0,1,0
Daba Delights,Yes,No,3.3,9,400.0,Delivery,HSR,1,Delivery,1,0,0
Mark,Yes,No,3.7,36,500.0,Delivery,HSR,1,mixed,0,0,1
Mist n Creams,Yes,No,3.691216896431196,0,400.0,Delivery,HSR,1,Dessert Parlor,0,0,1
Boxout,Yes,No,3.691216896431196,0,500.0,Delivery,HSR,1,Delivery,0,0,1
The Village Hotel,Yes,No,3.5,14,450.0,Delivery,HSR,1,Quick Bites,1,0,0
Magnolia,Yes,Yes,4.1,671,900.0,Delivery,HSR,1,Casual Dining,0,1,0
Biriyani Bungalow,Yes,No,3.1,4,600.0,Delivery,HSR,1,Casual Dining,1,0,0
Veg Rasoi,Yes,No,4.0,99,600.0,Delivery,HSR,1,Delivery,1,0,0
Chefie,Yes,No,3.8,37,200.0,Delivery,HSR,1,Quick Bites,0,0,1
Hyderabadi Bawarchi Biriyani,Yes,No,1.0,0,450.0,Delivery,HSR,1,Casual Dining,1,0,0
TY Biryani,Yes,No,1.0,0,500.0,Delivery,HSR,1,Quick Bites,0,0,1
Karavali Kitchen,Yes,No,3.1,85,400.0,Delivery,HSR,1,Quick Bites,0,0,1
Kitchens@HSR,Yes,No,3.1,247,200.0,Delivery,HSR,1,mixed,0,0,1
Kings Kitchen,Yes,No,3.691216896431196,0,500.0,Delivery,HSR,1,Delivery,1,0,0
Five Senses,Yes,No,3.691216896431196,0,500.0,Delivery,HSR,1,mixed,0,0,1
4K Biryani,Yes,No,3.3,4,700.0,Delivery,HSR,1,Delivery,0,0,1
Village Kitchen,Yes,No,3.0,0,250.0,Delivery,HSR,1,Quick Bites,0,0,1
Aligarh House,Yes,No,4.4,568,400.0,Delivery,HSR,1,Delivery,1,0,0
Namms Cafe,Yes,No,3.1,7,300.0,Delivery,HSR,1,Delivery,0,0,1
Annapurna Foods,Yes,No,3.5,12,400.0,Delivery,HSR,1,Casual Dining,0,0,1
Donne Biryani House,Yes,No,3.7,70,350.0,Delivery,HSR,1,Delivery,1,0,0
Hyderabadi Biriyani,Yes,No,3.4,33,800.0,Delivery,HSR,1,Casual Dining,0,0,1
Tempteys,Yes,No,3.7,39,500.0,Delivery,HSR,1,mixed,0,1,0
Sardarji Londonwaley,Yes,No,3.9,307,450.0,Delivery,HSR,1,Delivery,1,0,0
Mojo Pizza - 2X Toppings,Yes,No,4.2,217,600.0,Delivery,HSR,1,Delivery,0,1,0
Silbatti,No,Yes,4.0,1551,750.0,Delivery,HSR,1,Casual Dining,1,0,0
Nellore Abhiruchi,Yes,No,3.3,7,300.0,Delivery,HSR,1,Quick Bites,1,0,0
Rolla Rappa,Yes,No,3.6,176,400.0,Delivery,HSR,1,Delivery,0,0,1
Kapoor's Cafe,No,No,4.0,917,800.0,Delivery,HSR,1,Casual Dining,1,0,0
The Punjabi Rasoi,No,No,4.0,1829,800.0,Delivery,HSR,1,Casual Dining,1,0,0
Hunger Swipe Restaurant,No,No,4.0,0,700.0,Delivery,HSR,1,Casual Dining,0,0,1
HSR High Street,No,Yes,3.8,320,800.0,Delivery,HSR,1,Casual Dining,1,0,0
Tandoori Ghar,Yes,No,3.691216896431196,0,400.0,Delivery,HSR,1,Casual Dining,0,0,1
Fish & Fries Restaurant,No,No,4.0,649,750.0,Delivery,HSR,1,Casual Dining,0,1,0
Gavran Misal,Yes,No,5.0,0,250.0,Delivery,HSR,1,Quick Bites,0,1,0
Shaadi Ki Biryani,Yes,No,2.9,18,600.0,Delivery,HSR,1,mixed,0,0,1
Frozen Bottle,Yes,No,5.0,0,400.0,Delivery,HSR,1,Beverage Shop,0,1,0
Ziyan's Cafe 27th,No,Yes,4.0,60,300.0,Delivery,HSR,1,Quick Bites,1,0,0
California Burrito,No,No,4.1,110,400.0,Delivery,HSR,1,Quick Bites,0,1,0
Indori Zaika,Yes,No,2.8,105,300.0,Delivery,HSR,1,Quick Bites,1,0,0
Big Fat Brownie,Yes,No,5.0,0,400.0,Delivery,HSR,1,mixed,0,1,0
Happy Eat,Yes,No,3.691216896431196,0,300.0,Delivery,HSR,1,Quick Bites,0,0,1
Eatwell Restaurant,Yes,No,3.0,8,400.0,Delivery,HSR,1,Quick Bites,0,0,1
Asha Tiffins,Yes,No,4.3,278,150.0,Delivery,HSR,1,Quick Bites,1,0,0
Punjabi Nawabi,Yes,No,4.0,988,500.0,Delivery,HSR,1,Casual Dining,1,0,0
Burger King,Yes,No,4.1,352,600.0,Delivery,HSR,1,Quick Bites,0,1,0
Foodies Hub,Yes,No,3.1,8,500.0,Delivery,HSR,1,Quick Bites,0,0,1
Mustard Food Court,No,No,3.9,338,500.0,Delivery,HSR,1,Casual Dining,0,0,1
90's,No,No,3.0,0,200.0,Delivery,HSR,1,Quick Bites,1,0,0
Chef Delicacies,Yes,No,3.0,0,400.0,Delivery,HSR,1,mixed,0,1,0
Apsara Ice Cream,No,No,4.5,194,200.0,Delivery,HSR,1,Dessert Parlor,0,1,0
MAD Belgian Waffles,Yes,No,3.5,4,300.0,Delivery,HSR,1,Delivery,0,1,0
Ovenstory Pizza,Yes,No,4.0,200,750.0,Delivery,HSR,1,Delivery,0,1,0
de Ranthal,No,No,3.8,33,300.0,Delivery,HSR,1,Quick Bites,1,0,0
NY Pizza And Waffles,Yes,No,3.3,11,300.0,Delivery,HSR,1,Quick Bites,0,1,0
Grilliez,Yes,No,4.1,564,600.0,Delivery,HSR,1,Cafe,0,1,0
Dindigul Time Pass Restaurant,Yes,No,3.2,115,700.0,Delivery,HSR,1,Casual Dining,0,0,1
La Pino'z Pizza,Yes,No,4.1,498,600.0,Delivery,HSR,1,Quick Bites,0,1,0
Shankar Maanes Kitchen,Yes,No,3.8,33,500.0,Delivery,HSR,1,Quick Bites,1,0,0
Priya Juice & Snacks,Yes,No,3.7,74,200.0,Delivery,HSR,1,Beverage Shop,0,1,0
Krutunga,No,No,3.6,289,500.0,Delivery,HSR,1,Casual Dining,1,0,0
Keventers,Yes,No,3.6,11,400.0,Delivery,HSR,1,mixed,0,1,0
Hatti Punjab Di,No,No,3.3,24,600.0,Delivery,HSR,1,Casual Dining,0,0,1
Five Star Chicken,Yes,No,3.3,55,300.0,Delivery,HSR,1,Quick Bites,0,1,0
Oh My Biryani,Yes,No,3.7,439,550.0,Delivery,HSR,1,mixed,1,0,0
Kaka-T-Cafe,No,No,4.0,60,400.0,Delivery,HSR,1,Quick Bites,0,1,0
Udupi Bhavan,Yes,No,3.8,170,400.0,Delivery,HSR,1,Quick Bites,0,0,1
Cupcake Noggins,No,No,4.1,104,300.0,Delivery,HSR,1,Dessert Parlor,0,1,0
Tarlette,No,No,4.0,0,560.0,Delivery,HSR,1,Bakery,0,1,0
Rasana,Yes,No,5.0,0,250.0,Delivery,HSR,1,Quick Bites,0,0,1
Mayur,Yes,Yes,3.7,20,700.0,Delivery,HSR,1,Casual Dining,0,0,1
Ober Cafe,Yes,No,3.5,10,200.0,Delivery,HSR,1,Quick Bites,0,1,0
Kadal Da Meen,Yes,No,3.9,117,900.0,Delivery,HSR,1,Casual Dining,0,0,1
Fruit Ball,No,No,3.691216896431196,0,150.0,Delivery,HSR,1,Beverage Shop,0,1,0
The Thickshake Factory,No,No,3.6,8,350.0,Delivery,HSR,1,Beverage Shop,0,1,0
Udupi Palace,No,No,3.7,446,400.0,Delivery,HSR,1,Quick Bites,0,0,1
IceBreakers,Yes,No,3.6,8,400.0,Delivery,HSR,1,Dessert Parlor,0,1,0
The Buffet Table,No,Yes,2.3333333333333335,0,1200.0,Delivery,HSR,1,Casual Dining,0,0,1
Healthy Yummy Food Restaurant,Yes,No,3.6,16,900.0,Delivery,HSR,1,Casual Dining,0,0,1
Vasudev Adiga's,No,No,3.7,532,250.0,Delivery,HSR,1,Casual Dining,0,0,1
Hakka Chinese Restaurant,Yes,No,3.9,330,600.0,Delivery,HSR,1,Casual Dining,0,1,0
Anjappar,No,No,2.9,304,650.0,Delivery,HSR,1,Casual Dining,1,0,0
Nutty Affair,Yes,No,3.7,29,350.0,Delivery,HSR,1,Quick Bites,0,1,0
Curries'N' Fries,No,No,3.7,22,400.0,Delivery,HSR,1,Quick Bites,1,0,0
Donne Biriyani Mane,No,No,3.2,23,400.0,Delivery,HSR,1,Quick Bites,1,0,0
Rolls On Wheels,No,No,3.6,217,300.0,Delivery,HSR,1,Quick Bites,0,1,0
Nandhini Deluxe,No,No,3.6,95,800.0,Delivery,HSR,1,Casual Dining,1,0,0
Uptown Sliders & Shakes,Yes,No,3.9,113,600.0,Delivery,HSR,1,Quick Bites,0,1,0
Cha-Cha Cha-Chi,No,No,3.3,4,100.0,Delivery,HSR,1,Quick Bites,0,1,0
Popular Bakery,No,No,3.7,36,600.0,Delivery,HSR,1,mixed,0,1,0
Snow'ora,Yes,Yes,4.3,342,450.0,Delivery,HSR,1,Quick Bites,0,1,0
@Italy,No,No,3.5,40,700.0,Delivery,HSR,1,Quick Bites,0,1,0
Idli & Dosa Cafe,No,No,2.6,91,200.0,Delivery,HSR,1,Quick Bites,1,0,0
Maa Bhook Lagi,Yes,No,3.9,296,400.0,Delivery,HSR,1,mixed,1,0,0
Shawarma Hunt,No,No,3.4,9,300.0,Delivery,HSR,1,Quick Bites,0,1,0
Spice of India & Chai Tales,No,No,3.691216896431196,0,400.0,Delivery,HSR,1,Quick Bites,0,0,1
Vegan Heat,Yes,No,4.1,314,650.0,Delivery,HSR,1,mixed,0,1,0
Ur Cutlet Factory,No,No,3.1,5,200.0,Delivery,HSR,1,mixed,0,1,0
Brown Box,No,No,3.691216896431196,0,400.0,Delivery,HSR,1,Delivery,0,0,1
Brunch Pizza,No,No,3.691216896431196,0,550.0,Delivery,HSR,1,mixed,0,1,0
House Stark Cafe,Yes,No,3.9,44,300.0,Delivery,HSR,1,Cafe,0,1,0
Fujian Express,Yes,No,3.2,16,200.0,Delivery,HSR,1,Quick Bites,0,1,0
Paanwadi,No,No,3.3,6,100.0,Delivery,HSR,1,Dessert Parlor,0,1,0
Donne Biryani House,No,No,3.2,6,250.0,Delivery,HSR,1,Quick Bites,1,0,0
Sree Abhiruchi,No,No,2.6,20,600.0,Delivery,HSR,1,Casual Dining,1,0,0
Food Theory,No,No,2.6,56,500.0,Delivery,HSR,1,Delivery,0,0,1
The Wicked Cup,No,No,3.9,56,350.0,Delivery,HSR,1,Cafe,0,1,0
Momos Corner,No,No,3.3,6,250.0,Delivery,HSR,1,Quick Bites,0,1,0
Hyderabad Biryaani House,No,No,3.7,21,400.0,Delivery,HSR,1,mixed,0,0,1
Al Daaz,Yes,No,4.2,581,550.0,Delivery,HSR,1,Casual Dining,0,0,1
Tea Addict,Yes,No,4.0,77,300.0,Delivery,HSR,1,Cafe,0,1,0
TGS Retails,No,No,3.3,4,600.0,Delivery,HSR,1,mixed,0,1,0
Night Hawks,No,No,3.691216896431196,0,400.0,Delivery,HSR,1,mixed,0,0,1
Midnight Special,Yes,No,3.691216896431196,0,500.0,Delivery,HSR,1,mixed,0,0,1
Star Bowl,Yes,No,3.691216896431196,0,650.0,Delivery,HSR,1,mixed,0,0,1
Kolkata Roll & Fast Food,No,No,3.6,15,250.0,Delivery,HSR,1,Quick Bites,0,1,0
56 Bhoga Sweets,No,No,3.6,51,150.0,Delivery,HSR,1,mixed,0,1,0
Cake of the Day,No,No,3.5,0,150.0,Delivery,HSR,1,mixed,0,1,0
Shabari Kitchen,Yes,No,3.5,16,150.0,Delivery,HSR,1,Quick Bites,0,0,1
Murli,No,No,3.7,79,500.0,Delivery,HSR,1,Quick Bites,0,0,1
Urvashi,Yes,No,4.5,0,600.0,Delivery,HSR,1,Casual Dining,0,0,1
Kolkata Rolls & Fast Food,Yes,No,3.5,142,200.0,Delivery,HSR,1,mixed,0,1,0
Hunger Meals,No,No,3.9,152,400.0,Delivery,HSR,1,mixed,1,0,0
Rara Avis,No,No,3.7,19,400.0,Delivery,HSR,1,mixed,0,0,1
Aroma Cafe,No,No,3.691216896431196,0,300.0,Delivery,HSR,1,Quick Bites,0,1,0
Cutlet Shop,No,No,3.2,9,200.0,Delivery,HSR,1,Quick Bites,0,1,0
